Product,Date,Transaction Type,Num,Customer,Memo/Description,Qty,Sales Price,Amount,Balance
   CANN Pineapple Jalapeno Hiboy 4pk PROMO,12/30/2021,Invoice,1592,CANN - Jardin,"PR# 610
METRC# 3983",20,0.01  ,0.20  ,0.20  
   CANN Blood Orange Hiboy 4pk,12/31/2021,Invoice,1594,CANN - Planet 13,"PR# 119
METRC# 3985",100,9.00  ,900.00  ,"1,656.00  "
   CANN Cranberry Sage 6pk,12/31/2021,Invoice,1594,CANN - Planet 13,"PR# 1004
METRC# 3988",150,8.00  ,"1,200.00  ","12,760.00  "
   CANN Cranberry Sage Seasonal 4pk,12/31/2021,Invoice,1594,CANN - Planet 13,"PR# 1008
METRC# 3989",150,9.00  ,"1,350.00  ","11,754.00  "
   CANN Grapefruit Rosemary Hiboy 4pk,12/31/2021,Invoice,1594,CANN - Planet 13,"PR# 117
METRC# 3986",100,9.00  ,900.00  ,900.00  
   CANN Lemon Lavender Hiboy 4pk,12/31/2021,Invoice,1594,CANN - Planet 13,"PR# 117
METRC# 3987",100,9.00  ,900.00  ,"1,170.00  "
   CANN Blood Orange Cardamom 6pk,,Invoice,1228,CANN - Essence Tropicana,"PR# FG3CN4031206210514
Metrc# 1A404030003203000001808",60,9.00  ,540.00  ,540.00  
   CANN Blood Orange Cardamom 6pk,,Invoice,1229,CANN - Essence Rainbow,"PR# FG3CN4031206210514
Metrc# 1A404030003203000001815",40,9.00  ,360.00  ,900.00  
   CANN Blood Orange Cardamom 6pk,,Invoice,1232,CANN - Rise Spanish Springs,"PR# FG3CN4031206210514
Metrc# 1A404030003203000001835",20,9.00  ,180.00  ,"1,080.00  "
   CANN Blood Orange Cardamom 6pk,,Invoice,1227,CANN - Essence Henderson,"PR# FG3CN4031206210514.
Metrc# 1A404030003203000001801",72,9.00  ,648.00  ,"1,728.00  "
   CANN Blood Orange Cardamom 6pk,,Invoice,1230,CANN - Essence Durango,"PR# FG3CN4031206210514
Metrc# 1A404030003203000001822",28,9.00  ,252.00  ,"1,980.00  "
   CANN Blood Orange Cardamom Single PROMO,,Invoice,1227,CANN - Essence Henderson,"PR# CNBOS021821.
Metrc# 1A404030003203000001804",100,0.01  ,1.00  ,1.00  
   CANN Blood Orange Cardamom Single PROMO,,Invoice,1231,CANN - Rise Carson City,"PR# CNBOS021821
Metrc# 1A404030003203000001830",72,0.01  ,0.72  ,1.72  
   CANN Blood Orange Cardamom Single PROMO,,Invoice,1230,CANN - Essence Durango,"PR# CNBOS021821
Metrc# 1A404030003203000001824",144,0.01  ,1.44  ,3.16  
   CANN Blood Orange Cardamom Single PROMO,,Invoice,1232,CANN - Rise Spanish Springs,"PR# CNBOS021821
Metrc# 1A404030003203000001838",72,0.01  ,0.72  ,3.88  
   CANN Blood Orange Cardamom Single PROMO,,Invoice,1228,CANN - Essence Tropicana,"PR# CNBOS021821
Metrc# 1A404030003203000001810",192,0.01  ,1.92  ,5.80  
   CANN Blood Orange Cardamom Single PROMO,,Invoice,1229,CANN - Essence Rainbow,"PR# CNBOS021821
Metrc# 1A404030003203000001817",192,0.01  ,1.92  ,7.72  
   CANN Ginger Lemongrass Seasonal 4pk,,Invoice,1227,CANN - Essence Henderson,"PR# FG3CN4040804210310.
Metrc# 1A404030003203000001806",18,7.00  ,126.00  ,126.00  
   CANN Ginger Lemongrass Seasonal 4pk,,Invoice,1228,CANN - Essence Tropicana,"PR# FG3CN4040804210310
Metrc# 1A404030003203000001813",40,7.00  ,280.00  ,406.00  
   CANN Ginger Lemongrass Seasonal HI Boy 12oz SINGLE,,Invoice,1229,CANN - Essence Rainbow,"PR# FG3CN4040501210319
Metrc# 1A404030003203000001820",192,3.00  ,576.00  ,576.00  
   CANN Ginger Lemongrass Seasonal HI Boy 12oz SINGLE,,Invoice,1232,CANN - Rise Spanish Springs,"PR# FG3CN4040501210319
Metrc# 1A404030003203000001841",24,3.00  ,72.00  ,648.00  
   CANN Ginger Lemongrass Seasonal HI Boy 12oz SINGLE,,Invoice,1231,CANN - Rise Carson City,"PR# FG3CN4040501210319
Metrc# 1A404030003203000001833",144,3.00  ,432.00  ,"1,080.00  "
   CANN Ginger Lemongrass Seasonal HI Boy 12oz SINGLE,,Invoice,1230,CANN - Essence Durango,"PR# FG3CN4040501210319
Metrc# 1A404030003203000001827",72,3.00  ,216.00  ,"1,296.00  "
   CANN Grapefruit Rosemary 6pk,,Invoice,1232,CANN - Rise Spanish Springs,"PR# FG3CN4021206210513
Metrc# 1A404030003203000001836",20,9.00  ,180.00  ,180.00  
   CANN Grapefruit Rosemary 6pk,,Invoice,1227,CANN - Essence Henderson,"PR# FG3CN4021206210513.
Metrc# 1A404030003203000001802",32,9.00  ,288.00  ,468.00  
   CANN Grapefruit Rosemary 6pk,,Invoice,1231,CANN - Rise Carson City,"PR# FG3CN4021206210513
Metrc# 1A404030003203000001829",48,9.00  ,432.00  ,900.00  
   CANN Grapefruit Rosemary Single PROMO,,Invoice,1232,CANN - Rise Spanish Springs,"PR# CNGRS021921
Metrc# 1A404030003203000001839",144,0.01  ,1.44  ,1.44  
   CANN Grapefruit Rosemary Single PROMO,,Invoice,1228,CANN - Essence Tropicana,"PR# CNGRS021921
Metrc# 1A404030003203000001811",144,0.01  ,1.44  ,2.88  
   CANN Grapefruit Rosemary Single PROMO,,Invoice,1230,CANN - Essence Durango,"PR# CNGRS021921
Metrc# 1A404030003203000001825",72,0.01  ,0.72  ,3.60  
   CANN Grapefruit Rosemary Single PROMO,,Invoice,1231,CANN - Rise Carson City,"PR# CNGRS021921
Metrc# 1A404030003203000001831",192,0.01  ,1.92  ,5.52  
   CANN Grapefruit Rosemary Single PROMO,,Invoice,1229,CANN - Essence Rainbow,"PR# CNGRS021921
Metrc# 1A404030003203000001818",240,0.01  ,2.40  ,7.92  
   CANN Lemon Lavender 6pk,,Invoice,1228,CANN - Essence Tropicana,"PR# FG3CN4011206210429
Metrc# 1A404030003203000001809",48,9.00  ,432.00  ,432.00  
   CANN Lemon Lavender 6pk,,Invoice,1229,CANN - Essence Rainbow,"PR# FG3CN4011206210429
Metrc# 1A404030003203000001816",84,9.00  ,756.00  ,"1,188.00  "
   CANN Lemon Lavender 6pk,,Invoice,1232,CANN - Rise Spanish Springs,"PR# FG3CN4011206210429
Metrc# 1A404030003203000001837",20,9.00  ,180.00  ,"1,368.00  "
   CANN Lemon Lavender 6pk,,Invoice,1227,CANN - Essence Henderson,"PR# FG3CN4011206210429. 
Metrc# 1A404030003203000001803",88,9.00  ,792.00  ,"2,160.00  "
   CANN Lemon Lavender 6pk,,Invoice,1230,CANN - Essence Durango,"PR# FG3CN4011206210429
Metrc# 1A404030003203000001823",40,9.00  ,360.00  ,"2,520.00  "
   CANN Lemon Lavender Single PROMO,,Invoice,1229,CANN - Essence Rainbow,"PR# FG3CN4010201210512
Metrc# 1A404030003203000001819",144,0.01  ,1.44  ,1.44  
   CANN Lemon Lavender Single PROMO,,Invoice,1232,CANN - Rise Spanish Springs,"PR# FG3CN4010201210512
Metrc# 1A404030003203000001840",72,0.01  ,0.72  ,2.16  
   CANN Lemon Lavender Single PROMO,,Invoice,1227,CANN - Essence Henderson,"PR# FG3CN4010201210512.
Metrc# 1A404030003203000001805",40,0.01  ,0.40  ,2.56  
   CANN Lemon Lavender Single PROMO,,Invoice,1231,CANN - Rise Carson City,"PR# FG3CN4010201210512
Metrc# 1A404030003203000001832",144,0.01  ,1.44  ,4.00  
   CANN Lemon Lavender Single PROMO,,Invoice,1230,CANN - Essence Durango,"PR# FG3CN4010201210512
Metrc# 1A404030003203000001826",96,0.01  ,0.96  ,4.96  
   CANN Lemon Lavender Single PROMO,,Invoice,1228,CANN - Essence Tropicana,"PR# FG3CN4010201210512
Metrc# 1A404030003203000001812",216,0.01  ,2.16  ,7.12  
,,Invoice,1231,CANN - Rise Carson City,,128,0.00  ,0.00  ,0.00  
,,Invoice,1229,CANN - Essence Rainbow,,184,0.00  ,0.00  ,0.00  
,,Invoice,1230,CANN - Essence Durango,,128,0.00  ,0.00  ,0.00  
,,Invoice,1228,CANN - Essence Tropicana,,188,0.00  ,0.00  ,0.00  
,,Invoice,1227,CANN - Essence Henderson,,288,0.00  ,0.00  ,0.00  
,,Invoice,1232,CANN - Rise Spanish Springs,,140,0.00  ,0.00  ,0.00  
   CANN Blood Orange Cardamom 6pk,,Invoice,1240,CANN - Green Cannabis,"PR# FG3CN4031206210514
Metrc# 2121",16,9.00  ,144.00  ,"2,124.00  "
   CANN Ginger Lemongrass Seasonal HI Boy 12oz SINGLE,,Invoice,1239,CANN - Jenny's NLV,"PR# FG3CN4040501210319
Metrc# 2154",60,3.00  ,180.00  ,"1,476.00  "
   CANN Ginger Lemongrass Seasonal HI Boy 12oz SINGLE,,Invoice,1241,CANN - The Apothecarium,"PR# FG3CN4040501210319
Metrc# 2125",90,3.00  ,270.00  ,"1,746.00  "
   CANN Grapefruit Rosemary 6pk,,Invoice,1241,CANN - The Apothecarium,"PR# FG3CN4021206210513
Metrc# 2124",20,9.00  ,180.00  ,"1,080.00  "
   CANN Grapefruit Rosemary 6pk,,Invoice,1240,CANN - Green Cannabis,"PR# FG3CN4021206210513
Metrc# 2122",12,9.00  ,108.00  ,"1,188.00  "
   CANN Grapefruit Rosemary 6pk,,Invoice,1239,CANN - Jenny's NLV,"PR# FG3CN4021206210513
Metrc# 2152",15,9.00  ,135.00  ,"1,323.00  "
   CANN Lemon Lavender 6pk,,Invoice,1239,CANN - Jenny's NLV,"PR# FG3CN4011206210429
Metrc# 2153",40,9.00  ,360.00  ,"2,880.00  "
   CANN Lemon Lavender 6pk,,Invoice,1240,CANN - Green Cannabis,"PR# FG3CN4011206210429
Metrc# 2123",16,9.00  ,144.00  ,"3,024.00  "
,,Invoice,1240,CANN - Green Cannabis,,54,0.00  ,0.00  ,0.00  
,,Invoice,1239,CANN - Jenny's NLV,,55,0.00  ,0.00  ,0.00  
,,Credit Memo,1242,CANN - Thrive Cactus,20% off,0,,0.00  ,0.00  
,,Invoice,1240,CANN - Green Cannabis,,1,-36.00  ,-36.00  ,-36.00  
,,Invoice,1239,CANN - Jenny's NLV,,1,-110.00  ,-110.00  ,-146.00  
   CANN Blood Orange Cardamom 6pk,,Invoice,1252,CANN - The Source Reno,"PR# FG3CN4031206210514
Metrc# 2141",0,,0.00  ,"2,124.00  "
   CANN Blood Orange Cardamom 6pk,,Invoice,1250,CANN - The Source NLV,"PR# FG3CN4031206210514
Metrc# 2148",20,9.00  ,180.00  ,"2,304.00  "
   CANN Blood Orange Cardamom 6pk,,Invoice,1251,CANN - The Source Henderson,"PR# FG3CN4031206210514
Metrc# 2138",0,,0.00  ,"2,304.00  "
   CANN Blood Orange Cardamom 6pk,,Invoice,1253,CANN - The Source Sahara,"PR# FG3CN4031206210514
Metrc# 2145",0,,0.00  ,"2,304.00  "
   CANN Blood Orange Cardamom 6pk,,Invoice,1248,CANN - Thrive Sahara,"PR# FG3CN4031206210514
Metrc# 2167",24,9.00  ,216.00  ,"2,520.00  "
   CANN Blood Orange Cardamom 6pk,,Invoice,1256,CANN - MedMen DTLV,"PR# FG3CN4031206210514
Metrc# 2136",20,9.00  ,180.00  ,"2,700.00  "
   CANN Blood Orange Cardamom 6pk,,Invoice,1254,CANN - MedMen Paradise,"PR# FG3CN4031206210514
Metrc# 2131",40,9.00  ,360.00  ,"3,060.00  "
   CANN Ginger Lemongrass Seasonal 4pk,,Invoice,1254,CANN - MedMen Paradise,"PR# FG3CN4040804210310
Metrc# 2134",20,7.00  ,140.00  ,546.00  
   CANN Ginger Lemongrass Seasonal HI Boy 12oz SINGLE,,Invoice,1250,CANN - The Source NLV,"PR# FG3CN4040501210319
Metrc# 2151",20,3.00  ,60.00  ,"1,806.00  "
   CANN Ginger Lemongrass Seasonal HI Boy 12oz SINGLE,,Invoice,1256,CANN - MedMen DTLV,"PR# FG3CN4040501210319
Metrc# 2137",48,3.00  ,144.00  ,"1,950.00  "
   CANN Ginger Lemongrass Seasonal HI Boy 12oz SINGLE,,Invoice,1254,CANN - MedMen Paradise,"PR# FG3CN4040501210319
Metrc# 2133",60,3.00  ,180.00  ,"2,130.00  "
   CANN Ginger Lemongrass Seasonal HI Boy 12oz SINGLE,,Invoice,1248,CANN - Thrive Sahara,"PR# FG3CN4040501210318A 
Metrc# 2171",175,3.00  ,525.00  ,"2,655.00  "
   CANN Ginger Lemongrass Seasonal HI Boy 12oz SINGLE,,Invoice,1248,CANN - Thrive Sahara,"PR# FG3CN4040501210319
Metrc# 2170",17,3.00  ,51.00  ,"2,706.00  "
   CANN Ginger Lemongrass Seasonal HI Boy 12oz SINGLE,,Invoice,1252,CANN - The Source Reno,"PR# FG3CN4040501210319
Metrc# 2144",0,,0.00  ,"2,706.00  "
   CANN Grapefruit Rosemary 6pk,,Invoice,1252,CANN - The Source Reno,"PR# FG3CN4021206210513
Metrc# 2142",0,,0.00  ,"1,323.00  "
   CANN Grapefruit Rosemary 6pk,,Invoice,1250,CANN - The Source NLV,"PR# FG3CN4021206210513
Metrc# 2149",20,9.00  ,180.00  ,"1,503.00  "
   CANN Grapefruit Rosemary 6pk,,Invoice,1251,CANN - The Source Henderson,"PR# FG3CN4021206210513
Metrc# 2139",0,,0.00  ,"1,503.00  "
   CANN Grapefruit Rosemary 6pk,,Invoice,1248,CANN - Thrive Sahara,"PR# FG3CN4021206210513
Metrc# 2168",16,9.00  ,144.00  ,"1,647.00  "
   CANN Grapefruit Rosemary 6pk,,Invoice,1255,CANN - MedMen Spring Valley,"PR# FG3CN4021206210513
Metrc# 2135",20,9.00  ,180.00  ,"1,827.00  "
   CANN Grapefruit Rosemary 6pk,,Invoice,1253,CANN - The Source Sahara,"PR# FG3CN4021206210513
Metrc# 2146",0,,0.00  ,"1,827.00  "
   CANN Lemon Lavender 6pk,,Invoice,1252,CANN - The Source Reno,"PR# FG3CN4011206210429
Metrc# 2143",0,,0.00  ,"3,024.00  "
   CANN Lemon Lavender 6pk,,Invoice,1250,CANN - The Source NLV,"PR# FG3CN4011206210429
Metrc# 2150",20,9.00  ,180.00  ,"3,204.00  "
   CANN Lemon Lavender 6pk,,Invoice,1253,CANN - The Source Sahara,"PR# FG3CN4011206210429
Metrc# 2147",0,,0.00  ,"3,204.00  "
   CANN Lemon Lavender 6pk,,Invoice,1248,CANN - Thrive Sahara,"PR# FG3CN4011206210429
Metrc# 2169",40,9.00  ,360.00  ,"3,564.00  "
   CANN Lemon Lavender 6pk,,Invoice,1251,CANN - The Source Henderson,"PR# FG3CN4011206210429
Metrc# 2140",0,,0.00  ,"3,564.00  "
   CANN Lemon Lavender 6pk,,Invoice,1254,CANN - MedMen Paradise,"PR# FG3CN4011206210429
Metrc# 2132",20,9.00  ,180.00  ,"3,744.00  "
,,Invoice,1250,CANN - The Source NLV,,70,0.00  ,0.00  ,0.00  
,,Invoice,1252,CANN - The Source Reno,,0,0.00  ,0.00  ,0.00  
,,Invoice,1253,CANN - The Source Sahara,,0,0.00  ,0.00  ,0.00  
,,Invoice,1248,CANN - Thrive Sahara,,100,0.00  ,0.00  ,0.00  
,,Invoice,1251,CANN - The Source Henderson,,0,0.00  ,0.00  ,0.00  
,,Credit Memo,1245,CANN - Thrive NLV,20% off,0,,0.00  ,-146.00  
,,Credit Memo,1247,CANN - Thrive Reno,20% off,0,,0.00  ,-146.00  
,,Invoice,1248,CANN - Thrive Sahara,20% off,1,-259.20  ,-259.20  ,-405.20  
,,Credit Memo,1249,CANN - Thrive Sahara,20% off,0,,0.00  ,-405.20  
   CANN Blood Orange Cardamom 6pk,,Invoice,1246,CANN - Thrive Reno,"PR# FG3CN4031206210514
Metrc# 2163",40,9.00  ,360.00  ,"3,420.00  "
   CANN Blood Orange Cardamom 6pk,,Invoice,1243,CANN - Thrive Cactus,"PR# FG3CN4031206210514
Metrc# 2155",32,9.00  ,288.00  ,"3,708.00  "
   CANN Blood Orange Cardamom 6pk,,Invoice,1244,CANN - Thrive NLV,"PR# FG3CN4031206210514
Metrc# 2159",40,9.00  ,360.00  ,"4,068.00  "
   CANN Ginger Lemongrass Seasonal HI Boy 12oz SINGLE,,Invoice,1246,CANN - Thrive Reno,"PR# FG3CN4040501210319
Metrc# 2166",192,3.00  ,576.00  ,"3,282.00  "
   CANN Ginger Lemongrass Seasonal HI Boy 12oz SINGLE,,Invoice,1244,CANN - Thrive NLV,"PR# FG3CN4040501210319
Metrc# 2162",192,3.00  ,576.00  ,"3,858.00  "
   CANN Ginger Lemongrass Seasonal HI Boy 12oz SINGLE,,Invoice,1243,CANN - Thrive Cactus,"PR# FG3CN4040501210319
Metrc# 2158",192,3.00  ,576.00  ,"4,434.00  "
   CANN Grapefruit Rosemary 6pk,,Invoice,1246,CANN - Thrive Reno,"PR# FG3CN4021206210513
Metrc# 2164",32,9.00  ,288.00  ,"2,115.00  "
   CANN Grapefruit Rosemary 6pk,,Invoice,1243,CANN - Thrive Cactus,"PR# FG3CN4021206210513
Metrc# 2156",20,9.00  ,180.00  ,"2,295.00  "
   CANN Grapefruit Rosemary 6pk,,Invoice,1244,CANN - Thrive NLV,"PR# FG3CN4021206210513
Metrc# 2160",32,9.00  ,288.00  ,"2,583.00  "
   CANN Lemon Lavender 6pk,,Invoice,1246,CANN - Thrive Reno,"PR# FG3CN4011206210429
Metrc# 2165",40,9.00  ,360.00  ,"4,104.00  "
   CANN Lemon Lavender 6pk,,Invoice,1243,CANN - Thrive Cactus,"PR# FG3CN4011206210429
Metrc# 2157",20,9.00  ,180.00  ,"4,284.00  "
   CANN Lemon Lavender 6pk,,Invoice,1244,CANN - Thrive NLV,"PR# FG3CN4011206210429
Metrc# 2161",40,9.00  ,360.00  ,"4,644.00  "
,,Invoice,1244,CANN - Thrive NLV,,120,0.00  ,0.00  ,0.00  
,,Invoice,1243,CANN - Thrive Cactus,,100,0.00  ,0.00  ,0.00  
,,Invoice,1246,CANN - Thrive Reno,,120,0.00  ,0.00  ,0.00  
,,Invoice,1246,CANN - Thrive Reno,20% off,1,-316.80  ,-316.80  ,-722.00  
,,Invoice,1244,CANN - Thrive NLV,20% off,1,-316.80  ,-316.80  ,"-1,038.80  "
,,Invoice,1243,CANN - Thrive Cactus,20% off,1,-244.80  ,-244.80  ,"-1,283.60  "
